"x"
"1"	11121733.130531
"2"	11191057.710177
"3"	9091144.46902655
"4"	10049231.2278761
"5"	11495891.2278761
"6"	11774863.9048673
"7"	11104939.7676991
"8"	10761346.9469027
"9"	11887738.75
"10"	12267882.4115044
"11"	10774958.8716814
"12"	10699263.4181416
"13"	7504782.6880531
"14"	12892107.3340708
"15"	10980703.9048673
"16"	12861536.4269911
"17"	11139432.9314159
"18"	8231163.08628319
"19"	7775514.42477876
"20"	13440406.4712389
"21"	11583869.5022124
"22"	11783197.5442478
"23"	10345188.0530973
"24"	12111016.9358407
"25"	2828874.84513274
"26"	13422037.7654867
"27"	13576923.1969027
"28"	13532343.5951327
"29"	5377086.6039823
"30"	5763717.06858407
"31"	3633534.54646018
"32"	13751966.1283186
"33"	14519926.460177
"34"	14120266.7035398
"35"	12925969.590708
"36"	11369151.460177
"37"	11443064.1814159
"38"	13637766.2168142
"39"	13197399.159292
"40"	14370746.5597345
"41"	14270990.4867257
"42"	15096028.9048673
"43"	14887575.6415929
"44"	9996771.4380531
"45"	15273502.1902655
"46"	15570824.8672566
"47"	16076068.7278761
"48"	16998474.5132743
"49"	15242648.0862832
"50"	15835152.3340708
"51"	7853556.59292035
"52"	5117648.9159292
"53"	3293996.28318584
"54"	11393691.7146018
"55"	6631905.7300885
"56"	6457942.48893805
"57"	11818537.8318584
"58"	7115449.91150443
"59"	6598935.84070796
"60"	18303933.8938053
"61"	16922392.2123894
"62"	19388003.9933628
"63"	16777503.3628319
"64"	7933726.88053097
"65"	16321349.5243363
"66"	11897884.9336283
"67"	11074296.4933628
"68"	20213820.6415929
"69"	14123963.5176991
"70"	10132559.9004425
"71"	10888157.6548673
"72"	17276625.3761062
"73"	18792829.4137168
"74"	15517115.8738938
"75"	20472872.6880531
"76"	21930047.8650442
"77"	16794763.0973451
"78"	20561783.6946903
"79"	9263606.64823009
"80"	2731059.73451327
"81"	2845263.87168142
"82"	9658942.8539823
"83"	21196954.789823
"84"	19588569.1371681
"85"	11761050.6415929
"86"	23106105.2323009
"87"	22279158.2743363
"88"	20974516.3053097
"89"	19187955.2323009
"90"	22561534.1039823
"91"	4829976.4159292
"92"	8548257.99778761
"93"	19240610
"94"	17649059.7123894
"95"	22651364.369469
"96"	22280477.6548673
"97"	21119887.5110619
"98"	19816746.7588496
"99"	14641233.7942478
"100"	22378786.6814159
"101"	24018954.4800885
"102"	26064936.1172566
"103"	23902937.0243363
"104"	13465026.039823
"105"	22219016.4048673
"106"	23593016.2721239
"107"	20624059.4911504
"108"	17060194.9004425
"109"	24819672.3893805
"110"	26671803.6946903
"111"	26365032.1238938
"112"	27204422.5221239
"113"	17536089.4911504
"114"	23251088.9048673
"115"	24359998.3185841
"116"	18275572.8429204
"117"	19603641.1615044
"118"	12502512.7654867
"119"	27446766.0287611
"120"	27813886.1393805
"121"	7477013.25221239
"122"	12560475.7411504
"123"	25538832.9314159
"124"	23375935.2433628
"125"	20940008.0973451
"126"	19798787.8318584
"127"	10773647.8429204
"128"	17833414.4800885
"129"	9296752.07964602
"130"	11672144.2256637
"131"	12235467.1681416
"132"	19754821.9579646
"133"	18906867.0243363
"134"	29375156.9137168
"135"	27944042.9535398
"136"	27458249.0486726
"137"	23384979.0044248
"138"	22944288.3628319
"139"	28251441.1172566
"140"	28942683.1858407
"141"	29052122.699115
"142"	28675168.5176991
"143"	28205906.6150442
"144"	18898701.1615044
"145"	21718855.5862832
"146"	25447477.5774336
"147"	26201849.0044248
"148"	26878377.8318584
"149"	26127079.789823
"150"	25522622.7212389
"151"	21003136.3827434
"152"	22636449.8672566
"153"	22029441.2389381
"154"	22063257.5663717
"155"	22270137.1128319
"156"	29150353.1747788
"157"	29447621.7588496
"158"	19516104.5353982
"159"	25876547.3340708
"160"	25590274.6238938
"161"	29316193.6283186
"162"	29895492.7433628
"163"	28015104.789823
"164"	28739032.6106195
"165"	27295317.8207965
"166"	26670256.869469
"167"	28285726.039823
"168"	30067807.4778761
"169"	29835830.2654867
"170"	23875942.8650442
"171"	14712872.5221239
"172"	26579528.0752212
"173"	26065373.8938053
"174"	27219579.8672566
"175"	23698690.4424779
"176"	24018694.1371681
"177"	22770682.6548673
"178"	25739637.7433628
"179"	28132154.3473451
"180"	28701965.1327434
"181"	28915832.8650442
"182"	29394027.4225664
"183"	29089173.1747788
"184"	28539853.8163717
"185"	28106516.5044248
"186"	23339192.7765487
"187"	20339347.1681416
"188"	22383848.1084071
"189"	24081882.5
"190"	22599205.8185841
"191"	27363071.9800885
"192"	20742553.9269911
"193"	18699490.0553097
"194"	23209952.8318584
"195"	24509445.619469
"196"	26401773.7168142
"197"	27566356.3606195
"198"	27678739.1924779
"199"	26467789.3252212
"200"	27366253.960177
"201"	27653416.1946903
"202"	27641209.6570796
"203"	26697725.6084071
"204"	27372472.5221239
"205"	23999244.1261062
"206"	27038591.050885
"207"	27099539.6460177
"208"	26308365.6969027
"209"	25914805.7411504
"210"	24151416.1836283
"211"	18153702.3451327
"212"	20897625.6969027
"213"	24183361.0619469
"214"	26412523.9048673
"215"	24901715.6858407
"216"	23341435.0995575
"217"	24620393.1415929
"218"	25743869.0486726
"219"	24140581.3274336
"220"	24941020.8849558
"221"	25398698.2632743
"222"	24501931.5265487
"223"	21534598.1969027
"224"	24576128.329646
"225"	25973523.8827434
"226"	19828922.9867257
"227"	23133304.8893805
"228"	23881193.3628319
"229"	21884107.5331858
"230"	19939307.9535398
"231"	21119047.9535398
"232"	25507397.6106195
"233"	25151140.5641593
"234"	24379857.2787611
"235"	22433898.3960177
"236"	18803379.3362832
"237"	17909595.630531
"238"	19122578.1969027
"239"	19432953.119469
"240"	21216979.1150442
"241"	20425545.6415929
"242"	17161128.2632743
"243"	17225549.5575221
"244"	23561142.300885
"245"	24571006.460177
"246"	23465178.75
"247"	20634006.4712389
"248"	9182263.9380531
"249"	16767828.2079646
"250"	11469962.5
"251"	23265593.2300885
"252"	24100751.9469027
"253"	22725184.2920354
"254"	19592996.1172566
"255"	21104521.4269911
"256"	17848432.8650442
"257"	17524867.3672566
"258"	21563144.2477876
"259"	22990384.0929204
"260"	22433259.170354
"261"	18852696.3495575
"262"	19681550.5641593
"263"	4877389.04867257
"264"	23022648.4513274
"265"	22793860.4867257
"266"	21318015.1216814
"267"	9731418.49557522
"268"	21162458.7278761
"269"	19674046.6039823
"270"	19974552.699115
"271"	22177221.869469
"272"	21637078.5840708
"273"	20791771.9137168
"274"	20996258.8606195
"275"	20476408.4955752
"276"	20004843.8053097
"277"	16719722.3119469
"278"	18860986.039823
"279"	18991017.1128319
"280"	18774036.5597345
"281"	16792181.1283186
"282"	17388725.1216814
"283"	18744930.199115
"284"	16053103.3738938
"285"	17046809.2146018
"286"	9227302.77654867
"287"	18905365.3429204
"288"	17111636.2721239
"289"	18501851.8030973
"290"	16280159.0154867
"291"	2680050.17699115
"292"	4202010.99557522
"293"	15984128.7389381
"294"	14842920.2433628
"295"	10204538.0862832
"296"	17997620.1327434
"297"	16441215.5199115
"298"	17053792.8650442
"299"	17663969.7676991
"300"	12428386.7809735
"301"	3289431.32743363
"302"	11059184.0597345
"303"	8555481.86946903
"304"	16470331.4269911
"305"	16563402.3340708
"306"	8101241.83628319
"307"	13729627.6438053
"308"	13361972.710177
"309"	14788569.0044248
"310"	12874152.1017699
"311"	7629983.10840708
"312"	4068492.88716814
"313"	6733897.64380531
"314"	12256228.4623894
"315"	12236542.1128319
"316"	11511860.4756637
"317"	12159838.0199115
"318"	13790225.420354
"319"	11416244.4690265
"320"	12035950.0110619
"321"	11360480.4977876
"322"	3335209.12610619
"323"	13576999.0707965
"324"	12202056.1946903
"325"	13073973.0530973
"326"	13809380.0774336
"327"	14006050.6969027
"328"	13269640.8738938
"329"	12968739.9668142
"330"	12577360.1880531
"331"	11606231.1836283
"332"	9776542.07964602
"333"	5849645.33185841
"334"	4829665.04424779
"335"	5496937.98672566
"336"	4748340.79646018
"337"	3053206.03982301
"338"	12131930.7964602
"339"	10158056.7588496
"340"	13031654.6681416
"341"	12717490.4314159
"342"	9663982.78761062
"343"	11289673.0862832
"344"	10004135.9402655
"345"	11658994.5353982
"346"	11009626.5929204
"347"	7773831.42699115
"348"	8896783.83849557
"349"	11849150.1880531
"350"	10839469.9557522
"351"	11759497.4115044
"352"	11315689.8119469
"353"	10745130.7300885
"354"	6119496.58185841
"355"	2500492.43362832
"356"	1844212.53318584
"357"	2782804.05973451
"358"	11493418.2632743
"359"	11471967.4668142
"360"	9984401.19469026
"361"	6336100.04424779
"362"	7654128.98230089
"363"	11435214.6460177
"364"	9701747.79867257
"365"	2607130.53097345
"366"	2396769.1039823
"367"	8404533.66150443
"368"	5138309.07079646
"369"	12507640.1548673
"370"	10207123.0309735
"371"	7578867.22345133
"372"	8141228.03097345
"373"	10795591.4048673
"374"	9321605.73008849
"375"	11917119.6238938
"376"	11510368.6393805
"377"	11426983.2411504
"378"	12140377.4446903
"379"	5513311.84734513
"380"	1666046.82522124
"381"	2569885.79646018
"382"	2012478.46238938
"383"	12628316.3606195
"384"	9297923.21902655
"385"	4870896.15044248
"386"	6766779.50221239
"387"	5878140.46460177
"388"	1656295.69690265
"389"	6364935.3539823
"390"	12133271.8252212
"391"	11468966.5818584
"392"	9911045.07743363
"393"	12683469.3362832
"394"	11639438.4513274
"395"	3537860.11061947
"396"	13979196.0730089
"397"	10554838.0309735
"398"	13414184.2256637
"399"	3218306.67035398
"400"	3036710.74115044
"401"	12807304.4247788
"402"	13698714.170354
"403"	13530270.9955752
"404"	11391227.8761062
"405"	11882721.0619469
"406"	2560711.89159292
"407"	2816822.17920354
"408"	3726679.78982301
